allele	layer	assay_id	region_label	assay_type	cell_type	ref_value	alt_value	raw_score	quantile_score	ref_signal_percentile	note
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	SYPL2 TSS	CAGE	HepG2	297.94061279296875	298.2085876464844	0.0012926741951043551	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	TAF13 TSS	CAGE	HepG2	44.493080139160156	44.48753356933594	-0.00017590579933650607		1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	ATXN7L2 TSS	CAGE	HepG2	1396.25244140625	1394.67138671875	-0.0016333993628584852	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	CYB561D1 TSS	CAGE	HepG2	879.229248046875	876.7965087890625	-0.0039927777958786	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	AMIGO1 TSS	CAGE	HepG2	2.1512670516967773	2.1504106521606445	-0.0003921252179076482		1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	WDR47 TSS	CAGE	HepG2	2.456181526184082	2.4418087005615234	-0.006012079917636883	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	GPR61 TSS	CAGE	HepG2	6.001479148864746	6.0142998695373535	0.002639367425756276	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	GNAI3 TSS	CAGE	HepG2	9070.38671875	9057.5888671875	-0.002036781567898465	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	GNAT2 TSS	CAGE	HepG2	1756.6092529296875	1759.0509033203125	0.0020027844188379444	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	AMPD2 TSS	CAGE	HepG2	2854.7109375	2862.372802734375	0.003865563818524569	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	CLCC1 TSS	CAGE	HepG2	28.004066467285156	27.943870544433594	-0.0029973246709302757	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	GPSM2 TSS	CAGE	HepG2	2235.829833984375	2233.169921875	-0.0017165925616987859	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	AKNAD1 TSS	CAGE	HepG2	2.4827821254730225	2.475325107574463	-0.003092279696334635	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	GSTM4 TSS	CAGE	HepG2	3777.0126953125	3779.92236328125	0.0011106759679611448	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	GSTM2 TSS	CAGE	HepG2	927.9034423828125	927.2818603515625	-0.0009657123025405974		1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	GSTM1 TSS	CAGE	HepG2	237.56192016601562	237.1779327392578	-0.0023240216766734936	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	GSTM3 TSS	CAGE	HepG2	6.753226280212402	6.737633228302002	-0.0029044258324122806	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	GSTM5 TSS	CAGE	HepG2	12.804001808166504	12.795677185058594	-0.000870292211891267		1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/+	EPS8L3 TSS	CAGE	HepG2	38.96528244018555	38.88383483886719	-0.002943153168633839	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	variant site	CAGE	HepG2	21.998291015625	26.368431091308594	0.25098607422196223	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	SORT1 TSS	CAGE	HepG2	3336.846435546875	3337.400390625	0.0002394124323827147		1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	PSRC1 TSS	CAGE	HepG2	2405.337890625	2414.7841796875	0.005652337962056419	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	CELSR2 TSS	CAGE	HepG2	2.456653594970703	2.4824724197387695	0.010735894482371795	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	MYBPHL TSS	CAGE	HepG2	228.26852416992188	227.91024780273438	-0.002256253127287177	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	SARS1 TSS	CAGE	HepG2	52.89305114746094	52.791961669921875	-0.0027086653371181024	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	ELAPOR1 TSS	CAGE	HepG2	0.7316691875457764	0.7274210453033447	-0.003543577307811202	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	PSMA5 TSS	CAGE	HepG2	10913.76953125	10896.009765625	-0.0023493664691884753	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	CFAP276 TSS	CAGE	HepG2	12.916749954223633	12.984649658203125	0.007021781053819072	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	TMEM167B TSS	CAGE	HepG2	388.4444274902344	389.6733703613281	0.004545444949988115	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	SYPL2 TSS	CAGE	HepG2	5.300848007202148	5.304430961608887	0.0008201501460353509		1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	TAF13 TSS	CAGE	HepG2	3991.548095703125	3996.32421875	0.0017248060003830085	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	ATXN7L2 TSS	CAGE	HepG2	14.114025115966797	14.077703475952148	-0.003471220605761303	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	CYB561D1 TSS	CAGE	HepG2	9.271221160888672	9.313089370727539	0.0058688525817484	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	AMIGO1 TSS	CAGE	HepG2	276.20880126953125	275.82818603515625	-0.001982220718422288	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	WDR47 TSS	CAGE	HepG2	1626.5543212890625	1628.036376953125	0.001313124492820156	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	GPR61 TSS	CAGE	HepG2	0.061087071895599365	0.06115537881851196	9.286974628666507e-05		0.5786649834306454	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	GNAI3 TSS	CAGE	HepG2	352.7462158203125	351.68017578125	-0.004354230995571908	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	GNAT2 TSS	CAGE	HepG2	66.9404296875	66.88726043701172	-0.0011294754089516367	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	AMPD2 TSS	CAGE	HepG2	101.8448257446289	102.0264663696289	0.0025457857112468076	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	CLCC1 TSS	CAGE	HepG2	4308.3037109375	4311.1298828125	0.0009458529722399314		1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	GPSM2 TSS	CAGE	HepG2	23.622257232666016	23.69393539428711	0.004193746338467399	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	AKNAD1 TSS	CAGE	HepG2	2.0676462650299072	2.065117835998535	-0.0011895948291458973	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	GSTM4 TSS	CAGE	HepG2	58.005924224853516	57.93307113647461	-0.0017823587925973946	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	GSTM2 TSS	CAGE	HepG2	1.2287571430206299	1.2285130023956299	-0.00015804313305149557		1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	GSTM1 TSS	CAGE	HepG2	0.6695730686187744	0.6676225662231445	-0.0016864342170805017	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	GSTM3 TSS	CAGE	HepG2	2685.212646484375	2677.631103515625	-0.004077606817406823	1.0	1.0	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	GSTM5 TSS	CAGE	HepG2	0.10755777359008789	0.10738930106163025	-0.000219467530021107		0.7961180369259903	
alt_1	tss_activity	CAGE/hCAGE EFO:0001187/-	EPS8L3 TSS	CAGE	HepG2	3861.323486328125	3858.32763671875	-0.0011194749730821956	1.0	1.0	
